Date,Description,Amount,Transaction_Type,Category
2025-04-09,Starbucks,257.0,DEBIT,Coffee Shops
2025-04-09,HP Petrol Pump,160.0,DEBIT,Transport
2025-04-09,BookMyShow,718.0,DEBIT,Entertainment
2025-04-09,BigBasket,738.0,DEBIT,Groceries
2025-04-09,Burger King,1200.0,DEBIT,Restaurants
2025-04-09,Croma,2506.0,DEBIT,Shopping
2025-04-09,Indian Oil,296.0,DEBIT,Transport
2025-04-10,Ajio,1297.0,DEBIT,Shopping
2025-04-10,Local Grocery,559.0,DEBIT,Groceries
2025-04-10,Luxury Oyo Rooms,22246.0,DEBIT,Travel
2025-04-10,Uber Ride,510.0,DEBIT,Transport
2025-04-10,Decathlon,765.0,DEBIT,Shopping
2025-04-10,HP Petrol Pump,209.0,DEBIT,Transport
2025-04-11,Flipkart,2567.0,DEBIT,Shopping
2025-04-11,IRCTC,403.0,DEBIT,Transport
2025-04-11,Dominos,577.0,DEBIT,Restaurants
2025-04-11,Ola Cab,575.0,DEBIT,Transport
2025-04-11,HP Petrol Pump,144.0,DEBIT,Transport
2025-04-12,Dominos,1664.0,DEBIT,Restaurants
2025-04-12,Burger King,1714.0,DEBIT,Restaurants
2025-04-12,Milk Subscription,563.0,DEBIT,Groceries
2025-04-12,BEST Bus Ticket,394.0,DEBIT,Transport
2025-04-13,Blinkit,394.0,DEBIT,Groceries
2025-04-13,Zara,1744.0,DEBIT,Shopping
2025-04-13,Uber Ride,321.0,DEBIT,Transport
2025-04-13,Netflix Subscription,229.0,DEBIT,Entertainment
2025-04-13,Blue Tokai,428.0,DEBIT,Coffee Shops
2025-04-13,Office Canteen Coffee,414.0,DEBIT,Coffee Shops
2025-04-13,Airtel Postpaid,1102.0,DEBIT,Utilities
2025-04-14,Reliance Fresh,458.0,DEBIT,Groceries
2025-04-14,BEST Bus Ticket,139.0,DEBIT,Transport
2025-04-14,IRCTC,94.0,DEBIT,Transport
2025-04-15,Upwork Transfer,12046.0,CREDIT,Freelancing
2025-04-15,Blinkit,968.0,DEBIT,Groceries
2025-04-15,Myntra,1616.0,DEBIT,Shopping
2025-04-15,Ola Cab,384.0,DEBIT,Transport
2025-04-15,Amazon Fresh,1043.0,DEBIT,Groceries
2025-04-16,Blinkit,270.0,DEBIT,Groceries
2025-04-16,Zepto,814.0,DEBIT,Groceries
2025-04-16,Zomato,492.0,DEBIT,Restaurants
2025-04-16,Dominos,884.0,DEBIT,Restaurants
2025-04-17,HP Petrol Pump,245.0,DEBIT,Transport
2025-04-20,Auto Rickshaw,135.0,DEBIT,Transport
2025-05-01,Milk Subscription,161.0,DEBIT,Groceries
2025-05-01,Local Cafe,644.0,DEBIT,Restaurants
2025-05-01,Amazon,2518.0,DEBIT,Shopping
2025-05-01,Burger King,1386.0,DEBIT,Restaurants
2025-05-01,Monthly Salary,93518.0,CREDIT,Salary
2025-05-01,Subway,615.0,DEBIT,Restaurants
2025-05-02,Landlord Transfer,22280.0,DEBIT,Rent
2025-05-02,Ola Cab,112.0,DEBIT,Transport
2025-05-02,Swiggy,248.0,DEBIT,Restaurants
2025-05-02,Mumbai Metro,492.0,DEBIT,Transport
2025-05-02,Zepto,162.0,DEBIT,Groceries
2025-05-02,Client Payment,13514.0,CREDIT,Freelancing
2025-05-03,Dominos,1158.0,DEBIT,Restaurants
2025-05-03,BigBasket,1114.0,DEBIT,Groceries
2025-05-03,Ola Cab,304.0,DEBIT,Transport
2025-05-03,HP Petrol Pump,481.0,DEBIT,Transport
2025-05-04,McDonalds,1745.0,DEBIT,Restaurants
2025-05-04,Amazon Fresh (High Value),15298.0,DEBIT,Groceries
2025-05-04,Local Grocery,630.0,DEBIT,Groceries
2025-05-04,Mumbai Metro,294.0,DEBIT,Transport
2025-05-04,Subway,1515.0,DEBIT,Restaurants
2025-05-05,Mutual Fund SIP,8416.0,DEBIT,Investment
2025-05-05,Amazon Fresh,982.0,DEBIT,Groceries
2025-05-05,Blinkit,127.0,DEBIT,Groceries
2025-05-05,Steam Game,617.0,DEBIT,Entertainment
2025-05-05,Reliance Fresh,1101.0,DEBIT,Groceries
2025-05-06,BEST Bus Ticket,381.0,DEBIT,Transport
2025-05-06,BigBasket,108.0,DEBIT,Groceries
2025-05-06,Ajio,1870.0,DEBIT,Shopping
2025-05-06,Local Grocery,523.0,DEBIT,Groceries
2025-05-07,BigBasket,803.0,DEBIT,Groceries
2025-05-07,Air India,14875.0,DEBIT,Travel
2025-05-07,HDFC Auto Loan,6672.0,DEBIT,EMI
2025-05-07,Dinner out,903.0,DEBIT,Restaurants
2025-05-07,Myntra,3634.0,DEBIT,Shopping
2025-05-08,Flipkart,744.0,DEBIT,Shopping
2025-05-08,BEST Bus Ticket,596.0,DEBIT,Transport
2025-05-08,Milk Subscription (High Value),16716.0,DEBIT,Groceries
2025-05-08,BEST Bus Ticket,592.0,DEBIT,Transport
2025-05-08,Blinkit,508.0,DEBIT,Groceries
2025-05-08,Luxury Subway,20532.0,DEBIT,Restaurants
2025-05-08,Subway,1157.0,DEBIT,Restaurants
2025-05-09,Swiggy,1491.0,DEBIT,Restaurants
2025-05-09,IRCTC,305.0,DEBIT,Transport
2025-05-09,IRCTC,209.0,DEBIT,Transport
2025-05-09,Cafe Coffee Day,286.0,DEBIT,Coffee Shops
2025-05-09,Office Canteen Coffee,292.0,DEBIT,Coffee Shops
2025-05-09,McDonalds,1522.0,DEBIT,Restaurants
2025-05-10,Ola Cab,368.0,DEBIT,Transport
2025-05-10,Uber Ride,107.0,DEBIT,Transport
2025-05-10,BEST Bus Ticket,313.0,DEBIT,Transport
2025-05-10,Indian Oil,371.0,DEBIT,Transport
2025-05-11,Amazon,3281.0,DEBIT,Shopping
2025-05-11,Zomato,1171.0,DEBIT,Restaurants
2025-05-11,Local Grocery,821.0,DEBIT,Groceries
2025-05-11,BSNL Broadband,1264.0,DEBIT,Utilities
2025-05-13,Indian Oil,117.0,DEBIT,Transport
2025-05-17,IRCTC,57.0,DEBIT,Transport
2025-06-01,Employer Direct Deposit,99057.0,CREDIT,Salary
2025-06-01,INOX,779.0,DEBIT,Entertainment
2025-06-01,IKEA India,3890.0,DEBIT,Shopping
2025-06-01,Reliance Fresh,545.0,DEBIT,Groceries
2025-06-01,Blue Tokai,331.0,DEBIT,Coffee Shops
2025-06-01,Reliance Digital,2570.0,DEBIT,Shopping
2025-06-02,Monthly House Rent,24412.0,DEBIT,Rent
2025-06-02,Zomato,1792.0,DEBIT,Restaurants
2025-06-02,BigBasket,703.0,DEBIT,Groceries
2025-06-02,Uber Ride,260.0,DEBIT,Transport
2025-06-02,BEST Bus Ticket,243.0,DEBIT,Transport
2025-06-02,IRCTC,477.0,DEBIT,Transport
2025-06-02,Zepto,431.0,DEBIT,Groceries
2025-06-02,Auto Rickshaw,406.0,DEBIT,Transport
2025-06-03,Adani Electricity (High Value),19645.0,DEBIT,Utilities
2025-06-03,Reliance Fresh,1096.0,DEBIT,Groceries
2025-06-03,INOX,474.0,DEBIT,Entertainment
2025-06-03,Swiggy,431.0,DEBIT,Restaurants
2025-06-03,BEST Bus Ticket,50.0,DEBIT,Transport
2025-06-03,Dinner out,1502.0,DEBIT,Restaurants
2025-06-03,McDonalds,909.0,DEBIT,Restaurants
2025-06-04,Zomato,656.0,DEBIT,Restaurants
2025-06-04,JioCinema,152.0,DEBIT,Entertainment
2025-06-04,DMart,942.0,DEBIT,Groceries
2025-06-04,IRCTC,98.0,DEBIT,Transport
2025-06-04,IRCTC,154.0,DEBIT,Transport
2025-06-04,Uber Ride,287.0,DEBIT,Transport
2025-06-04,Taj Hotel,7487.0,DEBIT,Travel
2025-06-05,Donation,668.0,DEBIT,Miscellaneous
2025-06-05,Milk Subscription,193.0,DEBIT,Groceries
2025-06-05,Uber Ride,472.0,DEBIT,Transport
2025-06-05,Milk Subscription,1019.0,DEBIT,Groceries
2025-06-05,Local Grocery (High Value),24249.0,DEBIT,Groceries
2025-06-05,Mumbai Metro,535.0,DEBIT,Transport
2025-06-05,Mutual Fund SIP,6487.0,DEBIT,Investment
2025-06-05,Amazon,949.0,DEBIT,Shopping
2025-06-06,Zara,564.0,DEBIT,Shopping
2025-06-06,Milk Subscription,911.0,DEBIT,Groceries
2025-06-06,Reliance Fresh,967.0,DEBIT,Groceries
2025-06-06,Burger King,1000.0,DEBIT,Restaurants
2025-06-06,Indian Oil,489.0,DEBIT,Transport
2025-06-06,Ola Cab,584.0,DEBIT,Transport
2025-06-06,Water Bill,1083.0,DEBIT,Utilities
2025-06-07,Blinkit,632.0,DEBIT,Groceries
2025-06-07,Bajaj Finserv EMI,9757.0,DEBIT,EMI
2025-06-07,Auto Rickshaw,156.0,DEBIT,Transport
2025-06-07,Uber Ride,572.0,DEBIT,Transport
2025-06-07,Mumbai Metro,120.0,DEBIT,Transport
2025-06-08,INOX,359.0,DEBIT,Entertainment
2025-06-08,Amazon Fresh,1121.0,DEBIT,Groceries
2025-06-08,Burger King,1514.0,DEBIT,Restaurants
2025-06-08,DMart,1069.0,DEBIT,Groceries
2025-06-09,Blinkit,474.0,DEBIT,Groceries
2025-06-09,Reliance Fresh,998.0,DEBIT,Groceries
2025-06-09,Indian Oil,445.0,DEBIT,Transport
2025-06-09,HP Petrol Pump,257.0,DEBIT,Transport
2025-06-09,Zepto,372.0,DEBIT,Groceries
2025-06-10,Indian Oil,221.0,DEBIT,Transport
2025-06-10,HP Petrol Pump,359.0,DEBIT,Transport
2025-06-10,Dominos,282.0,DEBIT,Restaurants
2025-06-10,Third Wave Coffee,463.0,DEBIT,Coffee Shops
2025-06-11,Uber Ride,291.0,DEBIT,Transport
2025-06-11,Auto Rickshaw,589.0,DEBIT,Transport
2025-06-11,Office Canteen Coffee,208.0,DEBIT,Coffee Shops
2025-06-11,Burger King,652.0,DEBIT,Restaurants
2025-06-12,Milk Subscription,511.0,DEBIT,Groceries
2025-06-12,IndiGo Airlines,8389.0,DEBIT,Travel
2025-06-12,HP Petrol Pump,284.0,DEBIT,Transport
2025-06-12,Reliance Digital,1430.0,DEBIT,Shopping
2025-06-13,Indian Oil,579.0,DEBIT,Transport
2025-06-13,DMart,364.0,DEBIT,Groceries
2025-06-13,Reliance Fresh,1108.0,DEBIT,Groceries
2025-06-13,Ola Cab,331.0,DEBIT,Transport
2025-06-14,HP Petrol Pump,140.0,DEBIT,Transport
2025-06-21,Indian Oil,56.0,DEBIT,Transport
2025-06-24,Upwork Transfer,10836.0,CREDIT,Freelancing
2025-07-01,Uber Ride,127.0,DEBIT,Transport
2025-07-01,Monthly Paycheck,103138.0,CREDIT,Salary
2025-07-01,Zomato,733.0,DEBIT,Restaurants
2025-07-01,Netflix Subscription,778.0,DEBIT,Entertainment
2025-07-01,Decathlon,2482.0,DEBIT,Shopping
2025-07-01,Zomato,1772.0,DEBIT,Restaurants
2025-07-02,Indian Oil,293.0,DEBIT,Transport
2025-07-02,Airtel Postpaid,724.0,DEBIT,Utilities
2025-07-02,Indian Oil,194.0,DEBIT,Transport
2025-07-02,IndiGo Airlines,4452.0,DEBIT,Travel
2025-07-02,McDonalds,902.0,DEBIT,Restaurants
2025-07-02,Landlord Transfer,24659.0,DEBIT,Rent
2025-07-02,Myntra,3840.0,DEBIT,Shopping
2025-07-03,BSNL Broadband,1241.0,DEBIT,Utilities
2025-07-03,HP Petrol Pump,334.0,DEBIT,Transport
2025-07-03,Decathlon,1216.0,DEBIT,Shopping
2025-07-03,Reliance Fresh,887.0,DEBIT,Groceries
2025-07-03,Air India,3387.0,DEBIT,Travel
2025-07-04,Croma,857.0,DEBIT,Shopping
2025-07-04,Ajio,2732.0,DEBIT,Shopping
2025-07-04,Amazon Fresh,299.0,DEBIT,Groceries
2025-07-04,HP Petrol Pump,435.0,DEBIT,Transport
2025-07-04,Reliance Fresh,464.0,DEBIT,Groceries
2025-07-05,Indian Oil,173.0,DEBIT,Transport
2025-07-05,BEST Bus Ticket,412.0,DEBIT,Transport
2025-07-05,Decathlon,1612.0,DEBIT,Shopping
2025-07-05,Donation,473.0,DEBIT,Miscellaneous
2025-07-05,DMart,353.0,DEBIT,Groceries
2025-07-05,BookMyShow,352.0,DEBIT,Entertainment
2025-07-05,Netflix Subscription,681.0,DEBIT,Entertainment
2025-07-05,PPF Deposit,9754.0,DEBIT,Investment
2025-07-06,Starbucks,418.0,DEBIT,Coffee Shops
2025-07-06,Subway,739.0,DEBIT,Restaurants
2025-07-06,Flipkart,794.0,DEBIT,Shopping
2025-07-06,Reliance Fresh,985.0,DEBIT,Groceries
2025-07-06,Blinkit,123.0,DEBIT,Groceries
2025-07-07,Local Cafe,1420.0,DEBIT,Restaurants
2025-07-07,Zomato,280.0,DEBIT,Restaurants
2025-07-07,Child Care,133.0,DEBIT,Miscellaneous
2025-07-07,Cafe Coffee Day,413.0,DEBIT,Coffee Shops
2025-07-07,Personal Loan EMI,6548.0,DEBIT,EMI
2025-07-08,Myntra,2315.0,DEBIT,Shopping
2025-07-08,Donation,447.0,DEBIT,Miscellaneous
2025-07-08,BigBasket,1007.0,DEBIT,Groceries
2025-07-08,Office Canteen Coffee,394.0,DEBIT,Coffee Shops
2025-07-08,Dominos,324.0,DEBIT,Restaurants
2025-07-08,Third Wave Coffee,465.0,DEBIT,Coffee Shops
2025-07-08,Zepto,387.0,DEBIT,Groceries
2025-07-09,Tata 1mg,205.0,DEBIT,Medical
2025-07-09,Milk Subscription,860.0,DEBIT,Groceries
2025-07-09,IKEA India,755.0,DEBIT,Shopping
2025-07-09,Mumbai Metro,398.0,DEBIT,Transport
2025-07-09,Zepto,712.0,DEBIT,Groceries
2025-07-09,Office Canteen Coffee,390.0,DEBIT,Coffee Shops
2025-07-09,Swiggy,1665.0,DEBIT,Restaurants
2025-07-10,Tata 1mg,1670.0,DEBIT,Medical
2025-07-10,Third Wave Coffee,290.0,DEBIT,Coffee Shops
2025-07-10,Amazon Fresh,388.0,DEBIT,Groceries
2025-07-10,BigBasket,1053.0,DEBIT,Groceries
2025-07-10,McDonalds,1779.0,DEBIT,Restaurants
2025-07-11,Amazon Fresh,229.0,DEBIT,Groceries
2025-07-11,Luxury McDonalds,18380.0,DEBIT,Restaurants
2025-07-11,Laundry,158.0,DEBIT,Miscellaneous
2025-07-11,Milk Subscription,936.0,DEBIT,Groceries
2025-07-11,Blue Tokai,427.0,DEBIT,Coffee Shops
2025-07-11,BigBasket,853.0,DEBIT,Groceries
2025-07-12,Starbucks,444.0,DEBIT,Coffee Shops
2025-07-12,Steam Game,289.0,DEBIT,Entertainment
2025-07-12,Tata 1mg,1216.0,DEBIT,Medical
2025-07-12,NetMeds,1185.0,DEBIT,Medical
2025-07-13,IRCTC,329.0,DEBIT,Transport
2025-07-13,HP Petrol Pump,340.0,DEBIT,Transport
2025-07-13,Ola Cab,102.0,DEBIT,Transport
2025-07-13,BigBasket,1052.0,DEBIT,Groceries
2025-07-13,Reliance Digital,2323.0,DEBIT,Shopping
2025-07-13,Starbucks,418.0,DEBIT,Coffee Shops
2025-07-14,Uber Ride,486.0,DEBIT,Transport
2025-07-14,IRCTC,117.0,DEBIT,Transport
2025-07-14,Third Wave Coffee,198.0,DEBIT,Coffee Shops
2025-07-14,Auto Rickshaw,519.0,DEBIT,Transport
2025-07-15,Local Cafe,1270.0,DEBIT,Restaurants
2025-07-15,Zepto,1006.0,DEBIT,Groceries
2025-07-15,Decathlon,3148.0,DEBIT,Shopping
2025-07-15,Dinner out,366.0,DEBIT,Restaurants
2025-07-15,RedBus,5133.0,DEBIT,Travel
2025-07-16,BigBasket,308.0,DEBIT,Groceries
2025-07-16,Local Cafe,1347.0,DEBIT,Restaurants
2025-07-16,Dominos,1741.0,DEBIT,Restaurants
2025-07-16,BEST Bus Ticket,572.0,DEBIT,Transport
2025-07-17,RedBus,4119.0,DEBIT,Travel
2025-07-17,Local Grocery,180.0,DEBIT,Groceries
2025-07-17,Amazon Fresh,920.0,DEBIT,Groceries
2025-07-17,Blinkit,889.0,DEBIT,Groceries
2025-08-01,Monthly Salary,96016.0,CREDIT,Salary
2025-08-01,Zepto,565.0,DEBIT,Groceries
2025-08-01,BSNL Broadband,1459.0,DEBIT,Utilities
2025-08-01,Electricity Board,1568.0,DEBIT,Utilities
2025-08-01,Uber Ride,394.0,DEBIT,Transport
2025-08-01,Dinner out,1334.0,DEBIT,Restaurants
2025-08-01,Auto Rickshaw,445.0,DEBIT,Transport
2025-08-02,Mahanagar Gas,1111.0,DEBIT,Utilities
2025-08-02,PVR Cinemas,682.0,DEBIT,Entertainment
2025-08-02,Amazon Fresh,226.0,DEBIT,Groceries
2025-08-02,Dominos,1080.0,DEBIT,Restaurants
2025-08-02,Zepto,557.0,DEBIT,Groceries
2025-08-02,Monthly House Rent,20955.0,DEBIT,Rent
2025-08-02,Ajio,1184.0,DEBIT,Shopping
2025-08-03,Local Grocery,420.0,DEBIT,Groceries
2025-08-03,Ola Cab,294.0,DEBIT,Transport
2025-08-03,Dominos,546.0,DEBIT,Restaurants
2025-08-03,McDonalds,789.0,DEBIT,Restaurants
2025-08-03,Blinkit,1166.0,DEBIT,Groceries
2025-08-04,Local Grocery,830.0,DEBIT,Groceries
2025-08-04,Croma,3066.0,DEBIT,Shopping
2025-08-04,Amazon Fresh,580.0,DEBIT,Groceries
2025-08-04,Luxury Decathlon,17137.0,DEBIT,Shopping
2025-08-04,Swiggy,1051.0,DEBIT,Restaurants
2025-08-04,Laundry,924.0,DEBIT,Miscellaneous
2025-08-04,Mumbai Metro,71.0,DEBIT,Transport
2025-08-05,Croma,745.0,DEBIT,Shopping
2025-08-05,IKEA India,699.0,DEBIT,Shopping
2025-08-05,Zepto,1012.0,DEBIT,Groceries
2025-08-05,Cafe Coffee Day,173.0,DEBIT,Coffee Shops
2025-08-05,Milk Subscription,583.0,DEBIT,Groceries
2025-08-05,Reliance Digital,1923.0,DEBIT,Shopping
2025-08-05,Luxury Zomato,16752.0,DEBIT,Restaurants
2025-08-05,PPF Deposit,9134.0,DEBIT,Investment
2025-08-06,Decathlon,2838.0,DEBIT,Shopping
2025-08-06,Croma,1215.0,DEBIT,Shopping
2025-08-06,Uber Ride,398.0,DEBIT,Transport
2025-08-06,Cafe Coffee Day,160.0,DEBIT,Coffee Shops
2025-08-06,Luxury Local Cafe,29483.0,DEBIT,Restaurants
2025-08-07,Bajaj Finserv EMI,9643.0,DEBIT,EMI
2025-08-07,IKEA India,3256.0,DEBIT,Shopping
2025-08-07,Reliance Digital,927.0,DEBIT,Shopping
2025-08-07,Starbucks,301.0,DEBIT,Coffee Shops
2025-08-07,Blue Tokai,343.0,DEBIT,Coffee Shops
2025-08-07,Adani Electricity,1431.0,DEBIT,Utilities
2025-08-07,Dinner out,1248.0,DEBIT,Restaurants
2025-08-08,HP Petrol Pump,67.0,DEBIT,Transport
2025-08-08,Mumbai Metro,589.0,DEBIT,Transport
2025-08-08,Local Cafe,1087.0,DEBIT,Restaurants
2025-08-09,Indian Oil,82.0,DEBIT,Transport
2025-08-09,IRCTC,214.0,DEBIT,Transport
2025-08-09,IRCTC,374.0,DEBIT,Transport
2025-08-09,Indian Oil,463.0,DEBIT,Transport
2025-08-10,Myntra,1119.0,DEBIT,Shopping
2025-08-10,Blinkit,116.0,DEBIT,Groceries
2025-08-10,HP Petrol Pump,151.0,DEBIT,Transport
2025-08-14,Upwork Transfer,10973.0,CREDIT,Freelancing
2025-09-01,Salary Credit,109549.0,CREDIT,Salary
2025-09-01,Blue Tokai,176.0,DEBIT,Coffee Shops
2025-09-01,Office Canteen Coffee,479.0,DEBIT,Coffee Shops
2025-09-01,Decathlon,3486.0,DEBIT,Shopping
2025-09-01,Mumbai Metro,489.0,DEBIT,Transport
2025-09-02,Indian Oil,146.0,DEBIT,Transport
2025-09-02,Swiggy,1720.0,DEBIT,Restaurants
2025-09-02,BSNL Broadband,1276.0,DEBIT,Utilities
2025-09-02,Local Cafe,630.0,DEBIT,Restaurants
2025-09-02,Apartment Maintenance,22401.0,DEBIT,Rent
2025-09-03,Luxury Ajio,25555.0,DEBIT,Shopping
2025-09-03,Mahanagar Gas,500.0,DEBIT,Utilities
2025-09-03,Dinner out,541.0,DEBIT,Restaurants
2025-09-03,Zepto,309.0,DEBIT,Groceries
2025-09-03,Decathlon,3294.0,DEBIT,Shopping
2025-09-03,Mahanagar Gas (High Value),23202.0,DEBIT,Utilities
2025-09-04,Flipkart,1657.0,DEBIT,Shopping
2025-09-04,BigBasket,340.0,DEBIT,Groceries
2025-09-04,Milk Subscription,93.0,DEBIT,Groceries
2025-09-04,BigBasket,845.0,DEBIT,Groceries
2025-09-04,Zepto,518.0,DEBIT,Groceries
2025-09-04,Ola Cab,169.0,DEBIT,Transport
2025-09-05,Reliance Fresh,914.0,DEBIT,Groceries
2025-09-05,IKEA India,1709.0,DEBIT,Shopping
2025-09-05,Cafe Coffee Day,428.0,DEBIT,Coffee Shops
2025-09-05,Mutual Fund SIP,6421.0,DEBIT,Investment
2025-09-05,Ajio,1020.0,DEBIT,Shopping
2025-09-05,Zomato,345.0,DEBIT,Restaurants
2025-09-06,Cafe Coffee Day,382.0,DEBIT,Coffee Shops
2025-09-06,Burger King,490.0,DEBIT,Restaurants
2025-09-06,Myntra,1960.0,DEBIT,Shopping
2025-09-06,Blinkit,980.0,DEBIT,Groceries
2025-09-06,Zara,2599.0,DEBIT,Shopping
2025-09-06,BEST Bus Ticket,593.0,DEBIT,Transport
2025-09-07,Mumbai Metro,527.0,DEBIT,Transport
2025-09-07,Reliance Fresh,117.0,DEBIT,Groceries
2025-09-07,Ola Cab,44.0,DEBIT,Transport
2025-09-07,Burger King,1780.0,DEBIT,Restaurants
2025-09-07,Auto Rickshaw,362.0,DEBIT,Transport
2025-09-07,Zepto,159.0,DEBIT,Groceries
2025-09-07,Personal Loan EMI,9733.0,DEBIT,EMI
2025-09-07,Water Bill,1469.0,DEBIT,Utilities
2025-09-08,Child Care,666.0,DEBIT,Miscellaneous
2025-09-08,BigBasket,265.0,DEBIT,Groceries
2025-09-08,Uber Ride,100.0,DEBIT,Transport
2025-09-08,BEST Bus Ticket,113.0,DEBIT,Transport
2025-09-08,IKEA India,735.0,DEBIT,Shopping
2025-09-09,Zepto,326.0,DEBIT,Groceries
2025-09-09,Mahanagar Gas,1346.0,DEBIT,Utilities
2025-09-09,Local Clinic Checkup,651.0,DEBIT,Medical
2025-09-09,BigBasket,1040.0,DEBIT,Groceries
2025-09-09,McDonalds,841.0,DEBIT,Restaurants
2025-09-09,DMart,232.0,DEBIT,Groceries
2025-09-10,Amazon,1112.0,DEBIT,Shopping
2025-09-10,HP Petrol Pump,131.0,DEBIT,Transport
2025-09-10,Mumbai Metro,378.0,DEBIT,Transport
2025-09-10,MakeMyTrip,2922.0,DEBIT,Travel
2025-09-10,DMart,1130.0,DEBIT,Groceries
2025-09-10,Flipkart,3301.0,DEBIT,Shopping
2025-09-11,RedBus,3025.0,DEBIT,Travel
2025-09-11,Ola Cab,225.0,DEBIT,Transport
2025-09-11,Third Wave Coffee,209.0,DEBIT,Coffee Shops
2025-09-11,Swiggy,535.0,DEBIT,Restaurants
2025-09-11,Third Wave Coffee,465.0,DEBIT,Coffee Shops
2025-09-12,Mumbai Metro,121.0,DEBIT,Transport
2025-09-12,Mumbai Metro,204.0,DEBIT,Transport
2025-09-12,Laundry,972.0,DEBIT,Miscellaneous
2025-09-12,Zepto,947.0,DEBIT,Groceries
2025-09-12,Amazon Fresh,1061.0,DEBIT,Groceries
2025-09-13,Zomato,581.0,DEBIT,Restaurants
2025-09-13,Blinkit,1064.0,DEBIT,Groceries
2025-09-13,Blinkit,410.0,DEBIT,Groceries
2025-09-14,IRCTC Cancellation,219.0,CREDIT,Refund
2025-09-19,Zomato Refund,1213.0,CREDIT,Refund
2025-10-01,Monthly Salary,90163.0,CREDIT,Salary
2025-10-01,Amazon Fresh,1197.0,DEBIT,Groceries
2025-10-01,Milk Subscription,997.0,DEBIT,Groceries
2025-10-01,Uber Ride,459.0,DEBIT,Transport
2025-10-01,Local Grocery,1080.0,DEBIT,Groceries
2025-10-02,Reliance Digital,7075.0,DEBIT,Shopping
2025-10-02,BSNL Broadband,952.0,DEBIT,Utilities
2025-10-02,Starbucks,304.0,DEBIT,Coffee Shops
2025-10-02,Electricity Board,477.0,DEBIT,Utilities
2025-10-02,HP Petrol Pump,34.0,DEBIT,Transport
2025-10-02,Monthly House Rent,23753.0,DEBIT,Rent
2025-10-03,Blinkit,388.0,DEBIT,Groceries
2025-10-03,Starbucks,270.0,DEBIT,Coffee Shops
2025-10-03,Starbucks,397.0,DEBIT,Coffee Shops
2025-10-03,Amazon,3519.0,DEBIT,Shopping
2025-10-04,Mumbai Metro,132.0,DEBIT,Transport
2025-10-04,Zomato,538.0,DEBIT,Restaurants
2025-10-04,McDonalds,1745.0,DEBIT,Restaurants
2025-10-04,BEST Bus Ticket,514.0,DEBIT,Transport
2025-10-04,Local Grocery,983.0,DEBIT,Groceries
2025-10-04,Starbucks,281.0,DEBIT,Coffee Shops
2025-10-04,DMart,779.0,DEBIT,Groceries
2025-10-05,Starbucks,346.0,DEBIT,Coffee Shops
2025-10-05,Croma,4704.0,DEBIT,Shopping
2025-10-05,Office Canteen Coffee,500.0,DEBIT,Coffee Shops
2025-10-05,Gold Purchase,6038.0,DEBIT,Investment
2025-10-05,Amazon Fresh,600.0,DEBIT,Groceries
2025-10-06,McDonalds,1503.0,DEBIT,Restaurants
2025-10-06,Adani Electricity,1509.0,DEBIT,Utilities
2025-10-06,Indian Oil,562.0,DEBIT,Transport
2025-10-06,Starbucks,336.0,DEBIT,Coffee Shops
2025-10-06,Reliance Fresh,859.0,DEBIT,Groceries
2025-10-06,Mumbai Metro,509.0,DEBIT,Transport
2025-10-07,NetMeds,2422.0,DEBIT,Medical
2025-10-07,Ola Cab,205.0,DEBIT,Transport
2025-10-07,Credit Card Bill,10612.0,DEBIT,EMI
2025-10-07,Myntra,1945.0,DEBIT,Shopping
2025-10-07,Beauty Salon,741.0,DEBIT,Miscellaneous
2025-10-08,Indian Oil,61.0,DEBIT,Transport
2025-10-08,Mumbai Metro,538.0,DEBIT,Transport
2025-10-08,Local Clinic Checkup,1498.0,DEBIT,Medical
2025-10-08,Reliance Fresh,534.0,DEBIT,Groceries
2025-10-08,Oyo Rooms,3451.0,DEBIT,Travel
2025-10-08,Milk Subscription,859.0,DEBIT,Groceries
2025-10-08,Blue Tokai,462.0,DEBIT,Coffee Shops
2025-10-09,Local Grocery,674.0,DEBIT,Groceries
2025-10-09,Zepto,881.0,DEBIT,Groceries
2025-10-09,Subway,1791.0,DEBIT,Restaurants
2025-10-09,Ola Cab,270.0,DEBIT,Transport
2025-10-10,Burger King,494.0,DEBIT,Restaurants
2025-10-10,RedBus,4309.0,DEBIT,Travel
2025-10-10,Mumbai Metro,406.0,DEBIT,Transport
2025-10-10,McDonalds,544.0,DEBIT,Restaurants
2025-10-10,Milk Subscription,366.0,DEBIT,Groceries
2025-10-11,Reliance Fresh,152.0,DEBIT,Groceries
2025-10-11,Amazon Fresh,183.0,DEBIT,Groceries
2025-10-11,Auto Rickshaw,479.0,DEBIT,Transport
2025-10-11,IndiGo Airlines,3672.0,DEBIT,Travel
2025-10-12,BigBasket,332.0,DEBIT,Groceries
2025-10-12,Milk Subscription,307.0,DEBIT,Groceries
2025-10-12,Burger King,960.0,DEBIT,Restaurants
2025-10-12,HP Petrol Pump,414.0,DEBIT,Transport
2025-10-12,Milk Subscription,280.0,DEBIT,Groceries
2025-10-12,BEST Bus Ticket,153.0,DEBIT,Transport
2025-10-12,DMart,838.0,DEBIT,Groceries
2025-10-13,IndiGo Airlines,2918.0,DEBIT,Travel
2025-10-13,Burger King,1711.0,DEBIT,Restaurants
